date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:37	77537/77537	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:38%20GMT	https://vinayaroratech.com/dotnet/confirm-aws-cognito-signups-automatically/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/dotnet/confirm-aws-cognito-signups-automatically/index.html	(from https://vinayaroratech.com/blog/)
13:53:38	72804/72804	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:38%20GMT	https://vinayaroratech.com/category/aws/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/category/aws/index.html	(from https://vinayaroratech.com/blog/)
13:53:38	75140/75140	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:38%20GMT	https://vinayaroratech.com/category/dotnet-core/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/category/dotnet-core/index.html	(from https://vinayaroratech.com/blog/)
13:53:38	88176/88176	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:39%20GMT	https://vinayaroratech.com/blog/page/2/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/blog/page/2/index.html	(from https://vinayaroratech.com/blog/)
13:53:38	90594/90594	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:39%20GMT	https://vinayaroratech.com/dotnet/how-to-aws-cognito-login-signup-in-asp-net-core/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/dotnet/how-to-aws-cognito-login-signup-in-asp-net-core/index.html	(from https://vinayaroratech.com/blog/)
13:53:40	75857/75857	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:39%20GMT	https://vinayaroratech.com/blog/page/3/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/blog/page/3/index.html	(from https://vinayaroratech.com/blog/)
13:53:40	280/280	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Jan%202023%2008:23:40%20GMT	http://vinayaroratech.com/wp-content/uploads/2018/11/bg-03-free-img.jpg	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2018/11/bg-03-free-img.6c.delayed	(from https://vinayaroratech.com/wp-content/uploads/elementor/css/post-707.css?ver=1665602184)
13:53:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Jan%202023%2008:23:39%20GMT	https://vinayaroratech.com/?p=710	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/index37c3.html	(from https://vinayaroratech.com/contact/)
13:53:40	54861/54861	---M--	200	added ('OK')	image/jpeg	etag:%22164090d-d64d-5c3da04324da2%22	https://vinayaroratech.com/wp-content/uploads/2018/11/bg-03-free-img.jpg	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2018/11/bg-03-free-img.jpg	(from https://vinayaroratech.com/wp-content/uploads/elementor/css/post-707.css?ver=1665602184)
13:53:40	49281/49281	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Jan%202023%2008:23:41%20GMT	https://vinayaroratech.com/wp-json/wp/v2/posts/969	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/wp/v2/posts/969.json	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:41	2383/2383	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Jan%202023%2008:23:42%20GMT	https://vinayaroratech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvinayaroratech.com%2Fdotnet%2Fsecuring-blazor-webassembly-apps%2F	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/oembed/1.0/embed864b.json	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:41	865/865	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c57e46668840f7f55f4a92e2f85d9c50-gzip%22	https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/feed/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/feed/index.html	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Jan%202023%2008:23:42%20GMT	https://vinayaroratech.com/?p=969	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/indexb2a8.html	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:41	2473/2473	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Jan%202023%2008:23:42%20GMT	https://vinayaroratech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvinayaroratech.com%2Fdotnet%2Fsecuring-blazor-webassembly-apps%2F&format=xml	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/oembed/1.0/embedab29	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:42	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Thu,%2026%20Jan%202023%2008:23:43%20GMT	https://vinayaroratech.com/xmlrpc.php	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/xmlrpc.php	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:43	106007/106007	---M--	200	added ('OK')	image/png	etag:%225a93c57181f8e4f6998aad344f982a8d%22	https://images.ctfassets.net/23aumh6u8s0i/1iuH4fcHt0rA0OoTGUdd9P/7ea0a59eebc6358e319e9c3f9f0b59ba/blazor-homepage.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/images.ctfassets.net/23aumh6u8s0i/1iuH4fcHt0rA0OoTGUdd9P/7ea0a59eebc6358e319e9c3f9f0b59ba/blazor-homepage.png	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:44	158486/158486	---M--	200	added ('OK')	image/png	etag:%226c268e4f89030be4f6a91b0e46fecaab%22	https://images.ctfassets.net/23aumh6u8s0i/K0RnC5N4WNMdaTd0XA7vS/d773f4e01e0a6da995e1ab9f612acb71/blazor-quiz-app.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/images.ctfassets.net/23aumh6u8s0i/K0RnC5N4WNMdaTd0XA7vS/d773f4e01e0a6da995e1ab9f612acb71/blazor-quiz-app.png	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:45	91947/91947	---M--	200	added ('OK')	image/png	etag:%22055b6d51119efda3135594d35f0ccb3a%22	https://images.ctfassets.net/23aumh6u8s0i/7Lwyrds8bai2wl26T63ZlL/50f3fbda536515d608972fcbf0def159/blazor-unauthenticated-user.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/images.ctfassets.net/23aumh6u8s0i/7Lwyrds8bai2wl26T63ZlL/50f3fbda536515d608972fcbf0def159/blazor-unauthenticated-user.png	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:46	107884/107884	---M--	200	added ('OK')	image/png	etag:%22f23964d5394d8478261aec628c472328%22	https://images.ctfassets.net/23aumh6u8s0i/3LvgHWbncfgMgQ8yBlbTl3/bb53b957ad5581a2acc7b9efa1189162/blazor-unauthorized-user.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/images.ctfassets.net/23aumh6u8s0i/3LvgHWbncfgMgQ8yBlbTl3/bb53b957ad5581a2acc7b9efa1189162/blazor-unauthorized-user.png	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:47	141620/141620	---M--	200	added ('OK')	image/png	etag:%22a2c527fa40a72938bbbb1ccce42eaedc%22	https://images.ctfassets.net/23aumh6u8s0i/2lsComaCge0ZuDAQa6Pbse/3e16fdec1aee9233acca9a83b27c519f/blazor-app-dev-tools.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/images.ctfassets.net/23aumh6u8s0i/2lsComaCge0ZuDAQa6Pbse/3e16fdec1aee9233acca9a83b27c519f/blazor-app-dev-tools.png	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:47	2984/2984	---M-Z	200	added ('OK')	application/javascript	etag:%221661925-ba8-5be61e48b68c0-gzip%22	https://vinayaroratech.com/wp-includes/js/comment-reply.min.js?ver=5.7.8	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-includes/js/comment-reply.mind988.js	(from https://vinayaroratech.com/dotnet/securing-blazor-webassembly-apps/)
13:53:48	604/604	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Jan%202023%2008:23:49%20GMT	https://vinayaroratech.com/wp-json/wp/v2/categories/1	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/wp/v2/categories/1.json	(from https://vinayaroratech.com/category/dotnet/)
13:53:49	87224/87224	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:50%20GMT	https://vinayaroratech.com/dotnet/how-to-load-net-configuration-from-aws-secrets-manager/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/dotnet/how-to-load-net-configuration-from-aws-secrets-manager/index.html	(from https://vinayaroratech.com/category/dotnet/)
13:53:49	77106/77106	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:50%20GMT	https://vinayaroratech.com/category/dotnet/page/2/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/category/dotnet/page/2/index.html	(from https://vinayaroratech.com/category/dotnet/)
13:53:49	229819/229819	---M-Z	200	added ('OK')	application/rss+xml	etag:%22743fb9107fd327983aa0fe237bf272a3-gzip%22	https://vinayaroratech.com/category/dotnet/feed/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/category/dotnet/feed/index.html	(from https://vinayaroratech.com/category/dotnet/)
13:53:49	713/713	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Jan%202023%2008:23:50%20GMT	https://vinayaroratech.com/wp-json/wp/v2/categories/13	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/wp/v2/categories/13.json	(from https://vinayaroratech.com/category/dotnet/how-to/)
13:53:50	168183/168183	---M-Z	200	added ('OK')	application/rss+xml	etag:%22743fb9107fd327983aa0fe237bf272a3-gzip%22	https://vinayaroratech.com/category/dotnet/how-to/feed/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/category/dotnet/how-to/feed/index.html	(from https://vinayaroratech.com/category/dotnet/how-to/)
13:53:50	102278/102278	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:51%20GMT	https://vinayaroratech.com/dotnet/aws-cognito-client-credentials-flow-net-6/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/dotnet/aws-cognito-client-credentials-flow-net-6/index.html	(from https://vinayaroratech.com/category/dotnet/how-to/)
13:53:51	103962/103962	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:51%20GMT	https://vinayaroratech.com/dotnet/how-to/how-to-reverse-proxy-using-nginx/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/dotnet/how-to/how-to-reverse-proxy-using-nginx/index.html	(from https://vinayaroratech.com/category/dotnet/how-to/)
13:53:51	1262/1262	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Jan%202023%2008:23:51%20GMT	https://vinayaroratech.com/wp-json/wp/v2/users/1	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/wp/v2/users/1.json	(from https://vinayaroratech.com/author/admin/)
13:53:51	89726/89726	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:51%20GMT	https://vinayaroratech.com/author/admin/page/2/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/author/admin/page/2/index.html	(from https://vinayaroratech.com/author/admin/)
13:53:51	218776/218776	---M-Z	200	added ('OK')	application/rss+xml	etag:%22743fb9107fd327983aa0fe237bf272a3-gzip%22	https://vinayaroratech.com/author/admin/feed/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/author/admin/feed/index.html	(from https://vinayaroratech.com/author/admin/)
13:53:51	77399/77399	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:52%20GMT	https://vinayaroratech.com/author/admin/page/3/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/author/admin/page/3/index.html	(from https://vinayaroratech.com/author/admin/)
13:53:51	26944/26944	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Jan%202023%2008:23:52%20GMT	https://vinayaroratech.com/wp-json/wp/v2/posts/952	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/wp/v2/posts/952.json	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:53:51	980/980	---M-Z	200	added ('OK')	application/rss+xml	etag:%2232c887518e59c070c4bcebc33a127856-gzip%22	https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/feed/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/feed/index.html	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:53:52	2580/2580	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Jan%202023%2008:23:53%20GMT	https://vinayaroratech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvinayaroratech.com%2Fdotnet%2Fhow-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6%2F	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/oembed/1.0/embedf4f3.json	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:53:52	2670/2670	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Jan%202023%2008:23:53%20GMT	https://vinayaroratech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvinayaroratech.com%2Fdotnet%2Fhow-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6%2F&format=xml	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/oembed/1.0/embedadef	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:53:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Jan%202023%2008:23:53%20GMT	https://vinayaroratech.com/?p=952	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/index1025.html	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:53:57	6413/6413	---M--	200	added ('OK')	image/png	etag:W/%22190d-182f83297dc%22	https://blog.christian-schou.dk/content/images/2022/09/Docker-Desktop-Api-Tracking-Containers.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/Docker-Desktop-Api-Tracking-Containers.png	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:53:58	187959/187959	---M--	200	added ('OK')	image/gif	etag:W/%222de37-182f8336b2b%22	https://blog.christian-schou.dk/content/images/2022/09/Create-Dotnet-Web-Api-From-Cmd.gif	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/Create-Dotnet-Web-Api-From-Cmd.gif	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:53:58	816438/816438	---M--	200	added ('OK')	image/gif	etag:W/%22c7536-182f8324bc8%22	https://blog.christian-schou.dk/content/images/2022/09/Docker-Compose-API-Tracking-Containers.gif	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/Docker-Compose-API-Tracking-Containers.gif	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:53:59	189892/189892	---M--	200	added ('OK')	image/gif	etag:W/%222e5c4-182f83573d2%22	https://blog.christian-schou.dk/content/images/2022/09/Run-Dotnet-Web-Api-From-Cmd.gif	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/Run-Dotnet-Web-Api-From-Cmd.gif	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:00	19607/19607	---M--	200	added ('OK')	image/png	etag:W/%224c97-182f837a84d%22	https://blog.christian-schou.dk/content/images/2022/09/dot-net-metrics-for-prometheus.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/dot-net-metrics-for-prometheus.png	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:00	8842/8842	---M--	200	added ('OK')	image/png	etag:W/%22228a-182f8382541%22	https://blog.christian-schou.dk/content/images/2022/09/Prometheus-Endpoint-Up-For-Web-Api.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/Prometheus-Endpoint-Up-For-Web-Api.png	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:00	252318/252318	---M--	200	added ('OK')	image/gif	etag:W/%223d99e-182f8366bd6%22	https://blog.christian-schou.dk/content/images/2022/09/Install-Prometheus-Package-Dot-Net-Core.gif	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/Install-Prometheus-Package-Dot-Net-Core.gif	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:01	26083/26083	---M--	200	added ('OK')	image/png	etag:W/%2265e3-182f83908a9%22	https://blog.christian-schou.dk/content/images/2022/09/metrics-result-by-testing-weather-api-endpoint.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/metrics-result-by-testing-weather-api-endpoint.png	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:01	18261/18261	---M--	200	added ('OK')	image/png	etag:W/%224755-182f8398cec%22	https://blog.christian-schou.dk/content/images/2022/09/Prometheus-Graph-Test-For-Endpoint.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/Prometheus-Graph-Test-For-Endpoint.png	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:02	6321/6321	---M--	200	added ('OK')	image/png	etag:W/%2218b1-182f83cf3c3%22	https://blog.christian-schou.dk/content/images/2022/09/API-Metrics-In-Grafana.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/API-Metrics-In-Grafana.png	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:04	121739/121739	---M--	200	added ('OK')	image/png	etag:%2216a1067-1db8b-5f1e411d5a6e4%22	https://vinayaroratech.com/wp-content/uploads/2023/01/image-1024x707.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2023/01/image-1024x707.png	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:06	96073/96073	---M--	200	added ('OK')	image/png	etag:%2216a106e-17749-5f1e418c03a66%22	https://vinayaroratech.com/wp-content/uploads/2023/01/image-1-1024x745.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2023/01/image-1-1024x745.png	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:06	1108398/1108398	---M--	200	added ('OK')	image/gif	etag:W/%2210e9ae-182f83b4cd8%22	https://blog.christian-schou.dk/content/images/2022/09/Configure-Prometheus-Data-Source-Grafana.gif	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/Configure-Prometheus-Data-Source-Grafana.gif	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:07	139933/139933	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/max/1400/1*kFWHwYInmAvONVk9OfFzrQ.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/miro.medium.com/max/1400/1_kFWHwYInmAvONVk9OfFzrQ.png	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:08	90287/90287	---M--	200	added ('OK')	image/png	etag:%2216.3%22	https://miro.medium.com/max/1400/1*gmwLmcjR6RB_Qfp4X7CDGg.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/miro.medium.com/max/1400/1_gmwLmcjR6RB_Qfp4X7CDGg.png	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:08	1229022/1229022	---M--	200	added ('OK')	image/gif	etag:W/%2212c0de-182f83c383f%22	https://blog.christian-schou.dk/content/images/2022/09/Add-New-Dashboard-And-Query-Prometheus.gif	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/Add-New-Dashboard-And-Query-Prometheus.gif	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:08	41553/41553	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Jan%202023%2008:24:09%20GMT	https://vinayaroratech.com/wp-json/wp/v2/posts/950	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/wp/v2/posts/950.json	(from https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/)
13:54:08	1036/1036	---M-Z	200	added ('OK')	application/rss+xml	etag:%2218a311c1ae44dc050a5b49c2eb8ee167-gzip%22	https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/feed/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/feed/index.html	(from https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/)
13:54:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Jan%202023%2008:24:10%20GMT	https://vinayaroratech.com/?p=950	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/index974f.html	(from https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/)
13:54:09	2672/2672	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Jan%202023%2008:24:10%20GMT	https://vinayaroratech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvinayaroratech.com%2Fdotnet%2Fgetting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api%2F	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/oembed/1.0/embed185f.json	(from https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/)
13:54:09	2762/2762	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Jan%202023%2008:24:10%20GMT	https://vinayaroratech.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvinayaroratech.com%2Fdotnet%2Fgetting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api%2F&format=xml	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-json/oembed/1.0/embedd23b	(from https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/)
13:54:11	1467735/1467735	---M--	200	added ('OK')	image/gif	etag:W/%22166557-182f838a8e9%22	https://blog.christian-schou.dk/content/images/2022/09/Test-Swagger-Weather-Endpoint.gif	D:/Projects/Personal/vinayaroratech/vinayaroratech/blog.christian-schou.dk/content/images/2022/09/Test-Swagger-Weather-Endpoint.gif	(from https://vinayaroratech.com/dotnet/how-to-visualize-net-core-api-usage-with-prometheus-and-grafana-net-6/)
13:54:14	17930/17930	---M--	200	added ('OK')	image/png	etag:%2263ce54da-460a%22	https://www.mytechramblings.com/img/otel-metrics-bookstore-database-diagram.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/www.mytechramblings.com/img/otel-metrics-bookstore-database-diagram.png	(from https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/)
13:54:14	20905/20905	---M--	200	added ('OK')	image/png	etag:%2263ce54da-51a9%22	https://www.mytechramblings.com/img/otel-metrics-prometheus-resource-builder.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/www.mytechramblings.com/img/otel-metrics-prometheus-resource-builder.png	(from https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/)
13:54:16	27850/27850	---M--	200	added ('OK')	image/png	etag:%2263ce54da-6cca%22	https://www.mytechramblings.com/img/otel-metrics-prometheus-metrics-explorer.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/www.mytechramblings.com/img/otel-metrics-prometheus-metrics-explorer.png	(from https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/)
13:54:16	47872/47872	---M--	200	added ('OK')	image/png	etag:%2263ce54da-bb00%22	https://www.mytechramblings.com/img/otel-metrics-prometheus-orders-price-histogram.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/www.mytechramblings.com/img/otel-metrics-prometheus-orders-price-histogram.png	(from https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/)
13:54:20	97038/97038	---M--	200	added ('OK')	image/png	etag:%2263ce54da-17b0e%22	https://www.mytechramblings.com/img/otel-metrics-prometheus-incoming-requests-metrics.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/www.mytechramblings.com/img/otel-metrics-prometheus-incoming-requests-metrics.png	(from https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/)
13:54:20	51122/51122	---M--	200	added ('OK')	image/png	etag:%2263ce54da-c7b2%22	https://www.mytechramblings.com/img/otel-metrics-prometheus-perf-counter-metrics.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/www.mytechramblings.com/img/otel-metrics-prometheus-perf-counter-metrics.png	(from https://vinayaroratech.com/dotnet/getting-started-with-opentelemetry-metrics-in-net-part-2-instrumenting-the-bookstore-api/)
